brand,product_id,product_name,department,price_category,listing_price,sale_price,discount,revenue
Adidas,CI1821,MEN'S adidas RUNNING YAMO 1.0 SHOES,Men,Economy,47.99,23.99,0.5,345.46
Adidas,CJ0082,men's ADIDAS RUNNING NEBULAR 1.0 SHOES,Men,Economy,45.99,22.99,0.5,2648.45
Adidas,CJ8062,MEN'S ADIDAS RUNNING LEGUS SHOES,Men,Competitve,59.99,29.99,0.5,2807.06
Adidas,EE6038,Men's adidas Originals Supercourt Shoes,Men,Competitve,75.99,45.59,0.4,5744.34
Adidas,CM0068,Men's adidas Toe Side II Slippers,Men,Economy,12.99,7.79,0.4,827.3
Adidas,CK9830,Men's adidas Outdoor Elevate Sandals,Men,Economy,27.99,13.99,0.5,352.55
Adidas,CJ0080,men's ADIDAS RUNNING NEBULAR 1.0 SHOES,Men,Economy,45.99,22.99,0.5,82.76
Adidas,EG4957,Men's adidas Originals Superstar Shoes,Men,Competitve,79.99,79.99,0.0,5471.32
Adidas,BD7438,Men's adidas Originals Stan Smith Shoes,Men,Competitve,79.99,39.99,0.5,6118.47
Adidas,B75579,Men's adidas Sport Inspired Duramo Lite 2.0 Shoes,Men,Economy,49.99,24.99,0.5,269.89
Adidas,CM0057,Men's adidas Swim Ozor III Slippers,Men,Economy,12.99,7.79,0.4,645.01
Adidas,CL0206,Men's adidas Swim Gadi Slippers,Men,Economy,14.99,7.49,0.5,121.34
Adidas,CJ8058,MEN'S ADIDAS RUNNING LEGUS SHOES,Men,Competitve,59.99,29.99,0.5,4696.43
Adidas,BZ0086,Men's adidas Originals CAMPUS Low Shoes,Men,Competitve,79.99,39.99,0.5,2015.5
Adidas,CJ8117,MEN'S ADIDAS RUNNING HELKIN 3.0 SHOES,Men,Economy,45.99,22.99,0.5,3600.23
Adidas,CJ8073,MEN'S ADIDAS RUNNING LEGUS 1.0 SHOES,Men,Competitve,55.99,27.99,0.5,3325.21
Adidas,CL7551,Men's adidas Running Kollide Shoes,Men,Economy,47.99,23.99,0.5,2331.83
Adidas,AC8122,Men's adidas Running Edge PR Shoes,Men,Competitve,79.99,39.99,0.5,4750.81
Adidas,CM8453,Men's adidas Originals FuturePacer Shoes,Men,Premium,199.99,99.99,0.5,179.98
Adidas,EE3625,MEN'S ADIDAS ORIGINALS MICROPACER X R1 SHOES,Men,Premium,159.99,79.99,0.5,13534.31
Adidas,CM0031,Men's adidas Outdoor Andorian Shoes,Men,Economy,45.99,22.99,0.5,2027.72
Adidas,EE7697,Men's adidas Sport Inspired Advantage Base Shoes,Men,Economy,49.99,24.99,0.5,269.89
Adidas,F36159,Men's adidas Running Galaxy 4 Shoes,Men,Competitve,52.99,26.49,0.5,4720.52
Adidas,F35028,MEN'S ADIDAS ESSENTIALS EEZAY FLIP-FLOPS,Men,Economy,19.99,9.99,0.5,1204.79
Adidas,AC7042,men's ADIDAS ORIGINALS PW HU HOLI STAN SMITH SHOES,Men,Competitve,99.99,49.99,0.5,4409.12
Adidas,CJ8053,MEN'S ADIDAS RUNNING ZETA 1.0 SHOES,Men,Competitve,59.99,29.99,0.5,2267.24
Adidas,BC0836,Men's adidas Running PureBounce+ Clima Shoes,Men,Competitve,89.99,44.99,0.5,7288.38
Adidas,F35275,Men's adidas Running Duramo 9 Shoes,Men,Competitve,65.99,32.99,0.5,5225.62
Adidas,CJ8115,MEN'S ADIDAS RUNNING HELKIN 3.0 SHOES,Men,Economy,45.99,22.99,0.5,1820.81
Adidas,CJ8089,MEN'S ADIDAS RUNNING ARIUS 1.0 SHOES,Men,Economy,49.99,24.99,0.5,3328.67
Adidas,EE6128,Men's adidas Originals Skateboarding Seeley Shoes,Men,Competitve,59.99,35.99,0.4,1230.86
Adidas,CJ8118,MEN'S ADIDAS RUNNING HELKIN 3.0 SHOES,Men,Economy,45.99,22.99,0.5,2234.63
Adidas,CL7328,Men's adidas Running Grito Shoes,Men,Economy,47.99,23.99,0.5,3411.38
Adidas,CL7470,Men's adidas Running Nepton 2.0 Shoes,Men,Competitve,55.99,27.99,0.5,251.91
Adidas,CL7541,Men's adidas Running Bound Shoes,Men,Economy,49.99,24.99,0.5,4318.27
Adidas,CL9928,Men's adidas Outdoor Terra Light Sandals,Men,Economy,35.99,21.59,0.4,1593.34
Adidas,CM0045,Men's adidas Swim Gladi 19 Slippers,Men,Economy,15.99,9.59,0.4,138.1
Adidas,CL7599,Men's adidas Running Torik Shoes,Men,Economy,47.99,23.99,0.5,3454.56
Adidas,CM0069,Men's adidas Toe Side II Slippers,Men,Economy,12.99,7.79,0.4,308.48
Adidas,CL7552,Men's adidas Running Kollide Shoes,Men,Economy,47.99,23.99,0.5,2936.38
Adidas,EE9816,Men's adidas Sport Inspired Netpoint Shoes,Men,Competitve,65.99,32.99,0.5,178.15
Adidas,CL7545,Men's adidas Running Whizz Shoes,Men,Competitve,55.99,27.99,0.5,2317.57
Adidas,EE5060,Women's adidas Originals Continental 80 Shoes,Women,Competitve,89.99,53.99,0.4,4859.1
Adidas,F36718,Men's adidas Tennis Courtsmash Shoes,Men,Competitve,55.99,33.59,0.4,4534.65
Adidas,CL9927,Men's adidas Outdoor Terra Light Sandals,Men,Economy,35.99,21.59,0.4,2759.2
Adidas,CL7285,Men's adidas Running Sedna Shoes,Men,Economy,42.99,21.49,0.5,1856.74
Adidas,CL7471,Men's adidas Running Nepton 2.0 Shoes,Men,Competitve,55.99,27.99,0.5,1813.75
Adidas,B96360,Men's adidas Running PureBounce+ Street Shoes,Men,Competitve,79.99,39.99,0.5,503.87
Adidas,EE5778,Women's adidas Originals Deerupt Runner Shoes,Women,Competitve,89.99,53.99,0.4,6705.56
Adidas,EE4519,Women's adidas Originals Sleek Super Shoes,Women,Competitve,79.99,47.99,0.4,6133.12
Adidas,EE4504,Women's adidas Originals Sleek Super Shoes,Women,Competitve,79.99,47.99,0.4,5614.83
Adidas,EE4697,Women's adidas Originals Taekwondo Team Shoes,Women,Competitve,65.99,39.59,0.4,213.79
Adidas,CM0044,Men's adidas Swim Gladi 19 Slippers,Men,Economy,15.99,9.59,0.4,1277.39
Adidas,EE6045,Women's adidas Originals Supercourt Shoes,Women,Competitve,79.99,47.99,0.4,172.76
Adidas,CG6091,Women's adidas Originals Deerupt Runner Shoes,Women,Competitve,99.99,49.99,0.5,7558.49
Adidas,G27834,MEN'S ADIDAS ORIGINALS BOSTON SUPER X R1 SHOES,Men,Competitve,139.99,69.99,0.5,4283.39
Adidas,CL7598,Men's adidas Running Torik Shoes,Men,Economy,47.99,23.99,0.5,2331.83
Adidas,EE4709,Women's adidas Originals Sleek Shoes,Women,Competitve,75.99,45.59,0.4,4021.04
Adidas,EE4948,Women's adidas Originals Marathon Tech Shoes,Women,Competitve,119.99,71.99,0.4,4535.37
Adidas,EE9671,Women's adidas Sport Inspired Court 80s Shoes,Women,Competitve,69.99,41.99,0.4,3627.94
Adidas,EE7046,Women's adidas Originals Sambarose Shoes,Women,Competitve,79.99,47.99,0.4,2159.55
Adidas,EF0451,Women's adidas Sport Inspired Archivo Shoes,Women,Economy,49.99,34.99,0.3,3212.08
Adidas,EE4561,Women's adidas Originals U_Path X Shoes,Women,Competitve,75.99,45.59,0.4,984.74
Adidas,CL7601,Men's adidas Running Torik Shoes,Men,Economy,47.99,23.99,0.5,2202.28
Adidas,CL7330,Men's adidas Running Grito Shoes,Men,Economy,47.99,23.99,0.5,1338.64
Adidas,CM6625,Women's adidas Sport Inspired Glenn W Shoes,Women,Economy,24.99,17.49,0.3,1290.76
Adidas,FV3395,Women's adidas Originals Sleek Shoes,Women,Competitve,75.99,53.19,0.3,478.71
Adidas,EF9317,Women's adidas Originals Continental Vulc Shoes,Women,Competitve,65.99,39.59,0.4,5558.44
Adidas,EF4954,Women's Originals Sleek Super Shoes,Women,Competitve,79.99,55.99,0.3,9675.07
Adidas,EE7104,Women's adidas Originals Sleek Shoes,Women,Competitve,75.99,45.59,0.4,2133.61
Adidas,FV4070,Women's adidas Originals Stan Smith Shoes,Women,Competitve,79.99,55.99,0.3,5341.45
Adidas,FV3918,Women's adidas Originals Continental 80 Shoes,Women,Competitve,89.99,62.99,0.3,8843.8
Adidas,EE5055,Women's adidas Originals Adilette Slides,Women,Economy,49.99,29.99,0.4,4858.38
Adidas,CM6626,Women's adidas Sport Inspired Glenn W Shoes,Women,Economy,24.99,17.49,0.3,3022.27
Adidas,CQ2030,WOMEN'S ADIDAS ORIGINALS NMD_R1 STLT PRIMEKNIT SHOES,Women,Premium,159.99,79.99,0.5,11806.52
Adidas,EE5292,Women's adidas Originals Sleek Shoes,Women,Competitve,75.99,45.59,0.4,5662.28
Adidas,BD8041,Women's adidas Originals N-5923 Shoes,Women,Competitve,75.99,37.99,0.5,1436.02
Adidas,B37719,WOMEN'S ADIDAS ORIGINALS SWIFT RUN SHOES,Women,Competitve,75.99,45.59,0.4,7221.46
Adidas,EE4505,Women's adidas Originals Sleek Super Shoes,Women,Competitve,79.99,47.99,0.4,2764.22
Adidas,CM0072,Women's adidas Swim Jung Slippers,Women,Economy,9.99,4.99,0.5,179.64
Adidas,EF0795,Women's adidas Sport Inspired Questar Flow Shoes,Women,Competitve,65.99,39.59,0.4,3135.53
Adidas,EE5875,Women's adidas Originals Forest Grove Shoes,Women,Competitve,65.99,39.59,0.4,4917.08
Adidas,EE4947,Women's adidas Originals Marathon Tech Shoes,Women,Competitve,119.99,71.99,0.4,8552.41
Adidas,CM6627,Women's adidas Sport Inspired Glenn W Shoes,Women,Economy,24.99,17.49,0.3,2046.33
Adidas,CQ2039,Women's ADIDAS ORIGINALS NMD_CS2 PK SHOES,Women,Premium,169.99,84.99,0.5,8566.99
Adidas,CG6193,Women's adidas Originals Sleek Shoes,Women,Competitve,75.99,53.19,0.3,1436.13
Adidas,S82260,Women's adidas ORIGINALS SUPERSTAR BOUNCE PK Low Shoes,Women,Competitve,119.99,48.0,0.6,4406.4
Adidas,EE4945,Women's adidas Originals I-5923 Shoes,Women,Competitve,119.99,71.99,0.4,10884.89
Adidas,EE7155,Women's adidas Originals Sambarose Shoes,Women,Competitve,79.99,47.99,0.4,4923.77
Adidas,B44846,WOMEN'S ADIDAS SPORT INSPIRED ENERGY CLOUD V SHOES,Women,Competitve,59.99,29.99,0.5,2321.23
Adidas,EE6044,Women's adidas Originals Supercourt Shoes,Women,Competitve,79.99,47.99,0.4,7169.71
Adidas,EE7045,Women's adidas Originals Sambarose Shoes,Women,Competitve,79.99,47.99,0.4,5355.68
Adidas,CL7646,Women's adidas Sport Inspired Drogo Shoes,Women,Economy,26.99,21.59,0.2,1904.24
Adidas,CL7346,Women's adidas Running Hyperon 1.0 Shoes,Women,Economy,29.99,23.99,0.2,1597.73
Adidas,EE5777,Women's adidas Originals Deerupt Runner Shoes,Women,Competitve,89.99,53.99,0.4,3692.92
Adidas,AQ1210,WOMEN'S ADIDAS ORIGINALS EQT SUPPORT SOCK PRIMEKNIT SHOES,Women,Competitve,99.99,49.99,0.5,7918.42
Adidas,EF5925,Women's adidas Originals Supercourt Shoes,Women,Competitve,79.99,55.99,0.3,9876.64
Adidas,EE7032,Women's adidas Originals POD-S3.1 Shoes,Women,Competitve,119.99,71.99,0.4,12051.13
Adidas,EE7708,Women's adidas Originals Stan Smith Shoes,Women,Competitve,79.99,47.99,0.4,1554.88
Adidas,AQ1119,WOMEN'S ADIDAS ORIGINALS NMD_R1 STLT PRIMEKNIT SHOES,Women,Competitve,129.99,64.99,0.5,2690.59
Adidas,F34311,WOMEN'S ADIDAS ORIGINALS SWIFT RUN SHOES,Women,Competitve,79.99,39.99,0.5,4246.94
Adidas,CL7645,Women's adidas Sport Inspired Drogo Shoes,Women,Economy,26.99,21.59,0.2,3497.58
Adidas,EE5089,Women's adidas Originals Sambarose Zip Shoes,Women,Competitve,89.99,53.99,0.4,3595.73
Adidas,CL7565,Men's adidas Running Rey Shoes,Men,Economy,49.99,24.99,0.5,2114.15
Adidas,G27727,Women's adidas Originals Continental 80 Shoes,Women,Competitve,79.99,39.99,0.5,3311.17
Adidas,B44697,WOMEN'S ADIDAS ORIGINALS SAMBA OG SHOES,Women,Competitve,79.99,39.99,0.5,6118.47
Adidas,CL7400,Men's adidas Sport Inspired Blaze Runner Shoes,Men,Competitve,55.99,27.99,0.5,3425.98
Adidas,CL7437,Men's adidas Sport Inspired Binafo Shoes,Men,Competitve,52.99,26.49,0.5,3528.47
Adidas,CL7563,Men's adidas Running Rey Shoes,Men,Economy,49.99,24.99,0.5,44.98
Adidas,CL7460,Men's adidas Running Zeta 1.0 Shoes,Men,Competitve,59.99,29.99,0.5,2591.14
Adidas,CL7507,Men's adidas Running Puaro Shoes,Men,Economy,49.99,24.99,0.5,0.0
Adidas,CM0061,Men's adidas Swim Stabile Slippers,Men,Economy,12.99,7.79,0.4,196.31
Adidas,F34308,Women's adidas Originals Stan Smith Shoes,Women,Competitve,79.99,39.99,0.5,4966.76
Adidas,CL7506,Men's adidas Running Puaro Shoes,Men,Economy,49.99,24.99,0.5,3733.51
Adidas,CL7344,Women's adidas Running Hyperon 1.0 Shoes,Women,Economy,29.99,23.99,0.2,3713.65
Adidas,EE5318,Men's adidas Originals Yung-1 Shoes,Men,Competitve,109.99,65.99,0.4,10690.38
Adidas,CL7564,Men's adidas Running Rey Shoes,Men,Economy,49.99,24.99,0.5,2608.96
Adidas,CL7439,Men's adidas Sport Inspired Binafo Shoes,Men,Competitve,52.99,26.49,0.5,3480.79
Adidas,CL7345,Women's adidas Running Hyperon 1.0 Shoes,Women,Economy,29.99,23.99,0.2,475.0
Adidas,CL7644,Women's adidas Sport Inspired Drogo Shoes,Women,Economy,26.99,21.59,0.2,1243.58
Adidas,CL7438,Men's adidas Sport Inspired Binafo Shoes,Men,Competitve,52.99,26.49,0.5,3719.2
Adidas,CK9843,Men's adidas Outdoor Hoist 2019 Sandals,Men,Economy,27.99,16.79,0.4,1420.43
Adidas,EE8738,Women's Originals Continental 80 Shoes,Women,Competitve,89.99,53.99,0.4,7871.74
Adidas,CL7576,Men's adidas Running Furato Shoes,Men,Competitve,55.99,27.99,0.5,755.73
Adidas,CL7482,Men's adidas Running Stargon 1.0 Shoes,Men,Economy,45.99,22.99,0.5,4055.44
Adidas,EE6129,Men's adidas Originals Skateboarding Seeley Shoes,Men,Competitve,59.99,35.99,0.4,64.78
Adidas,EG3290,Women's adidas Sport Inspired Lite Racer 2.0 Shoes,Women,Economy,39.99,39.99,0.0,3671.08
Adidas,CL7467,Men's adidas Running Raddis 1.0 shoes,Men,Competitve,55.99,27.99,0.5,2871.77
Adidas,EF1426,Men's adidas Running Solar Drive Shoes,Men,Competitve,99.99,49.99,0.5,4499.1
Adidas,CL7264,Men's adidas Running Weave Shoes,Men,Economy,49.99,29.99,0.4,4318.56
Adidas,CL7472,Men's adidas Running Nepton 2.0 Shoes,Men,Competitve,55.99,27.99,0.5,3778.65
Adidas,CL7560,Men's adidas Sport Inspired Lyrid Slip-ons,Men,Economy,45.99,22.99,0.5,3724.38
Adidas,EE4574,Men's adidas Original X_PLR Shoes,Men,Competitve,75.99,45.59,0.4,5580.22
Adidas,CL7445,Men's adidas Running Kyris 4.0 Shoes,Men,Economy,42.99,21.49,0.5,580.23
Adidas,CL7404,Men's adidas Sport Inspired Quickspike Shoes,Men,Economy,39.99,19.99,0.5,2302.85
Adidas,CL7515,Men's adidas Running Flank Shoes,Men,Competitve,52.99,26.49,0.5,3766.88
Adidas,EE4763,Men's adidas Originals ZX 4000 Shoes,Men,Competitve,79.99,47.99,0.4,6046.74
Adidas,CL7616,Men's adidas Running Supervega Shoes,Men,Economy,39.99,23.99,0.4,2936.38
Adidas,CL7591,Men's adidas Sport Inspired Factor Shoes,Men,Economy,42.99,21.49,0.5,889.69
Adidas,CK9831,Men's adidas Outdoor Elevate 2018 Sandals,Men,Economy,27.99,13.99,0.5,1762.74
Adidas,EF2508,Men's adidas Americana Low Shoes,Men,Competitve,65.99,39.59,0.4,2993.0
Adidas,CL7495,Men's adidas Running Kalus 1.0 Shoes,Men,Economy,45.99,22.99,0.5,3186.41
Adidas,EE5592,Men's adidas Originals Yung-96 Shoes,Men,Competitve,109.99,65.99,0.4,6176.66
Adidas,EE5304,Men's adidas Originals FYW S-97 Shoes,Men,Competitve,129.99,77.99,0.4,4071.08
Adidas,EE7242,Men's adidas Originals Yung-96 Shoes,Men,Competitve,79.99,47.99,0.4,8033.53
Adidas,CM0064,Men's adidas Swim Bise Slippers,Men,Economy,14.99,7.49,0.5,323.57
Adidas,EE7885,Men's adidas Sport Inspired Grand Court Shoes,Men,Competitve,65.99,39.59,0.4,71.26
Adidas,CM0049,Men's adidas Swim Salon Slippers,Men,Economy,14.99,8.99,0.4,1343.11
Adidas,CL7548,Men's adidas Running Kollide Shoes,Men,Economy,47.99,23.99,0.5,2936.38
Adidas,CK1088,MEN'S ADIDAS OUTDOOR SIKI SHOES,Men,Competitve,55.99,27.99,0.5,3677.89
Adidas,CL7263,Men's adidas Running Weave Shoes,Men,Economy,49.99,24.99,0.5,2249.1
Adidas,CL7483,Men's adidas Running Stargon 1.0 Shoes,Men,Economy,45.99,22.99,0.5,2524.3
Adidas,F34340,WOMEN'S ADIDAS SPORT INSPIRED RUN 70S SHOES,Women,Competitve,65.99,32.99,0.5,2078.37
Adidas,CL7590,Men's adidas Sport Inspired Factor Shoes,Men,Economy,42.99,21.49,0.5,3790.84
Adidas,CM0030,Men's adidas Outdoor Andorian Shoes,Men,Economy,45.99,22.99,0.5,2027.72
Adidas,CL7468,Men's adidas Running Raddis 1.0 shoes,Men,Competitve,55.99,27.99,0.5,2519.1
Adidas,EE8076,Women's adidas Sport Inspired Cloudfoam Pure Shoes,Women,Competitve,55.99,33.59,0.4,3144.02
Adidas,CM5955,Men's Outdoor Ediffin II Sandals,Men,Economy,29.99,29.99,0.0,4912.36
Adidas,B44870,MEN'S ADIDAS SWIM ADILETTE CLOUDFOAM PLUS LOGO SLIDES,Men,Economy,29.99,29.99,0.0,2753.08
Adidas,CL7265,Men's adidas Running Weave Shoes,Men,Economy,49.99,24.99,0.5,3643.54
Adidas,CL7484,Men's adidas Running Stargon 1.0 Shoes,Men,Economy,45.99,22.99,0.5,1986.34
Adidas,CL7537,Men's adidas Sport Inspired Runigma Shoes,Men,Competitve,59.99,35.99,0.4,6348.64
Adidas,EE8088,Women's adidas Sport Inspired QT Racer Shoes,Women,Economy,45.99,27.59,0.4,446.96
Adidas,CL7577,Men's adidas Running Furato Shoes,Men,Competitve,55.99,27.99,0.5,1763.37
Adidas,CM0058,Men's adidas Swim Ozor III Slippers,Men,Economy,12.99,7.79,0.4,1093.72
Adidas,EE7698,Men's adidas Sport Inspired Advantage Base Shoes,Men,Economy,49.99,29.99,0.4,4858.38
Adidas,CM0009,Men's adidas Outdoor Naha Shoes,Men,Competitve,59.99,29.99,0.5,809.73
Adidas,EE7884,Men's adidas Sport Inspired Grand Court Shoes,Men,Competitve,69.99,41.99,0.4,151.16
Adidas,F36922,Men's adidas Running SenseBounce+ Street Shoes,Men,Competitve,79.99,39.99,0.5,5614.6
Adidas,DB3114,Unisex adidas Originals Adi-Ease Shoes,Unisex,Competitve,75.99,37.99,0.5,3213.95
Adidas,F36217,Women's adidas RunFalcon Shoes,Women,Economy,49.99,24.99,0.5,1079.57
Adidas,EE8272,Women's adidas Sport Inspired Lite Racer RBN Shoes,Women,Economy,49.99,29.99,0.4,1889.37
Adidas,CL7538,Men's adidas Running Bound Shoes,Men,Economy,49.99,24.99,0.5,3283.69
Adidas,EF0695,Women's adidas Originals Sleek Zip Shoes,Women,Competitve,79.99,47.99,0.4,3714.43
Adidas,DB3599,Women's adidas Originals Deerupt Runner Shoes,Women,Competitve,99.99,49.99,0.5,3149.37
Adidas,CL7321,Women's adidas Running Cyberg 1.0 Shoes,Women,Economy,35.99,21.59,0.4,2059.69
Adidas,DB2117,Women's ADIDAS ORIGINALS FLB_RUNNER SHOES,Women,Competitve,79.99,39.99,0.5,5974.51
Adidas,EE4698,Women's adidas Originals Taekwondo Team Shoes,Women,Competitve,65.99,39.59,0.4,3206.79
Adidas,B28166,WOMEN'S ADIDAS ORIGINALS SAMBAROSE SHOES,Women,Competitve,79.99,39.99,0.5,4750.81
Adidas,DB3259,Women's adidas Originals Sleek Shoes,Women,Competitve,75.99,37.99,0.5,5128.65
Adidas,EE5534,Women's adidas Originals Gazelle Shoes,Women,Competitve,79.99,47.99,0.4,8119.91
