Book ID,Name,Author,Year,Genre,User Rating,Reviews,Price
6c56fba3-6de1-4a52-b987-75bd93491350,"Secret Garden: An Inky Treasure Hunt and Coloring Book (For Adults, mindfulness coloring)",Johanna Basford,2015,Non Fiction,4.7,9366,9.0
b758bfa9-5b76-4b62-9477-a0946b2abaf8,First 100 Words,Roger Priddy,2015,Non Fiction,4.7,17323,4.0
0153cbc7-7ffd-430b-a0d0-bedeea18f853,"Publication Manual of the American Psychological Association, 6th Edition",American Psychological Association,2015,Non Fiction,4.5,8580,46.0
91ba913b-bc5d-4a2a-b30f-0abde15412f6,Giraffes Can't Dance,Giles Andreae,2015,Fiction,4.8,14038,4.0
7acb2be5-a87a-4260-b47c-f48895cbc5a0,Old School (Diary of a Wimpy Kid #10),Jeff Kinney,2015,Fiction,4.8,6169,7.0
ac1af3ac-78e2-484b-a5db-08b6887a053e,Mindset: The New Psychology of Success,Carol S. Dweck,2015,Non Fiction,4.6,5542,10.0
768144bc-551c-4da2-97dd-aec69d1941b6,Love You Forever,Robert Munsch,2015,Fiction,4.8,18613,5.0
a1bfa187-9e7a-4a23-8bb5-fdf187604b2a,Go Set a Watchman: A Novel,Harper Lee,2015,Fiction,3.6,14982,19.0
adb485d9-9fe6-485e-9d28-15fa16d4e5c8,Laugh-Out-Loud Jokes for Kids,Rob Elliott,2015,Non Fiction,4.6,6990,4.0
ad5f2dbf-67bb-44be-ae3d-546fbb6f1770,Knock-Knock Jokes for Kids,Rob Elliott,2015,Non Fiction,4.5,3673,4.0
64325ad9-6687-4c10-a5e1-b15d6fcfe8a6,Grey: Fifty Shades of Grey as Told by Christian (Fifty Shades of Grey Series),E L James,2015,Fiction,4.4,25624,14.0
2a6172b2-4d52-438e-968f-b1af21de1c6b,Killing Reagan: The Violent Assault That Changed a Presidency (Bill O'Reilly's Killing Series),Bill O'Reilly,2015,Non Fiction,4.6,5235,5.0
aaebf21c-323a-473d-8c85-5646e504176b,Jesus Calling: Enjoying Peace in His Presence (with Scripture References),Sarah Young,2015,Non Fiction,4.9,19576,8.0
4e1ad2b3-cd7e-4f02-8125-cf5a9a13e544,Humans of New York : Stories,Brandon Stanton,2015,Non Fiction,4.9,2812,17.0
2ed171d8-0022-4231-914a-32f52c8d66bc,How to Win Friends & Influence People,Dale Carnegie,2015,Non Fiction,4.7,25001,11.0
77c4c61b-5ed2-460a-b907-dfd431a930cc,Creative Haven Owls Coloring Book (Adult Coloring),Marjorie Sarnat,2015,Non Fiction,4.8,3871,5.0
63034ab6-0623-42f4-ad63-26bb47021810,Creative Haven Creative Cats Coloring Book (Adult Coloring),Marjorie Sarnat,2015,Non Fiction,4.8,4022,4.0
8c58ff79-8b93-48ea-a125-6038ac034ad6,Harry Potter Coloring Book,Scholastic,2015,Non Fiction,4.7,3564,9.0
46018926-9a2f-468d-8c92-1fe51101a97c,The Nightingale: A Novel,Kristin Hannah,2015,Fiction,4.8,49288,11.0
3802c515-c400-4f9a-94a3-cab884a7b39d,Wonder,R. J. Palacio,2015,Fiction,4.8,21625,9.0
c7d06240-2a71-4360-a343-6abb725da318,What Pet Should I Get? (Classic Seuss),Dr. Seuss,2015,Fiction,4.7,1873,14.0
ed2b6452-7228-44f3-88a5-28c99b3001eb,To Kill a Mockingbird,Harper Lee,2015,Fiction,4.8,26234,0.0
a244e7aa-e7e5-4244-93dc-14fc8479ca87,Adult Coloring Book: Stress Relieving Animal Designs,Blue Star Coloring,2015,Non Fiction,4.6,2925,6.0
7213be95-390e-4b0b-9929-50a892f39ba6,Adult Coloring Book: Stress Relieving Patterns,Blue Star Coloring,2015,Non Fiction,4.4,2951,6.0
d98ed74c-9b2e-4553-a102-faa859cfe4df,"Adult Coloring Books: A Coloring Book for Adults Featuring Mandalas and Henna Inspired Flowers, Animals, and Paisley…",Coloring Books for Adults,2015,Non Fiction,4.5,2426,8.0
f768b686-8ab9-4529-b12c-ba8c804502e8,Thug Kitchen: The Official Cookbook: Eat Like You Give a F*ck (Thug Kitchen Cookbooks),Thug Kitchen,2015,Non Fiction,4.6,11128,23.0
647c9bcc-26f5-40f2-8bb5-a2084daf5d53,The Martian,Andy Weir,2015,Fiction,4.7,39459,9.0
be9c33ba-39de-4622-8395-57b94d8ef678,American Sniper: The Autobiography of the Most Lethal Sniper in U.S. Military History,Chris Kyle,2015,Non Fiction,4.6,15921,9.0
f9e0fa45-f7b5-4498-8514-7814e32280dc,The Wright Brothers,David McCullough,2015,Non Fiction,4.7,6169,16.0
ba1eb8eb-4030-40f8-8fc9-e4344e791d96,Baby Touch and Feel: Animals,DK,2015,Non Fiction,4.6,5360,5.0
73b49051-1f98-4786-a2b7-93eed52e0d3d,Balance (Angie's Extreme Stress Menders),Angie Grace,2015,Non Fiction,4.6,1909,11.0
9a1cd67a-a85e-44b1-8db6-f5b4916cab4c,Being Mortal: Medicine and What Matters in the End,Atul Gawande,2015,Non Fiction,4.8,11113,15.0
3978032a-3d34-4c81-b67f-74b76bdd857c,All the Light We Cannot See,Anthony Doerr,2015,Fiction,4.6,36348,14.0
d305c859-3c6a-46e4-99bb-0a7ea638a1f3,The Very Hungry Caterpillar,Eric Carle,2015,Fiction,4.9,19546,5.0
695936fc-7e68-404a-9d54-0b6781e9248d,"The Pioneer Woman Cooks: Dinnertime - Comfort Classics, Freezer Food, 16-minute Meals, and Other Delicious Ways to Solve…",Ree Drummond,2015,Non Fiction,4.8,3428,14.0
3e23be3a-40e6-4bd1-ac26-722baa6e20c1,The Whole30: The 30-Day Guide to Total Health and Food Freedom,Melissa Hartwig Urban,2015,Non Fiction,4.6,7508,16.0
31155fdd-021e-40a8-84e5-0a279f5e1b57,Between the World and Me,Ta-Nehisi Coates,2015,Non Fiction,4.7,10070,13.0
56f441ac-538f-4128-8870-ee7cc3ff5208,Thug Kitchen: The Official Cookbook: Eat Like You Give a F*ck (Thug Kitchen Cookbooks),Thug Kitchen,2016,Non Fiction,4.6,11128,23.0
82ea6ede-ebe6-494d-a5b8-f476daa33a6d,The Magnolia Story,Chip Gaines,2016,Non Fiction,4.9,7861,5.0
ebb84a04-b0c0-401d-af41-cc61448bacf1,Laugh-Out-Loud Jokes for Kids,Rob Elliott,2016,Non Fiction,4.6,6990,4.0
59b804c6-0332-48f5-9fad-d2cefd4d69b5,To Kill a Mockingbird,Harper Lee,2016,Fiction,4.8,26234,0.0
ff5cfc42-1ca0-47f0-a430-6dcd54c5eada,"Uninvited: Living Loved When You Feel Less Than, Left Out, and Lonely",Lysa TerKeurst,2016,Non Fiction,4.7,4585,9.0
f8c61bb9-6687-4f5e-92be-8110225393cd,Killing the Rising Sun: How America Vanquished World War II Japan (Bill O'Reilly's Killing Series),Bill O'Reilly,2016,Non Fiction,4.8,8916,6.0
c3d4f92d-8d5c-41ff-9eba-a8849cf97209,The Whole30: The 30-Day Guide to Total Health and Food Freedom,Melissa Hartwig Urban,2016,Non Fiction,4.6,7508,16.0
6de007d2-978e-4b41-bf9b-70834263156e,When Breath Becomes Air,Paul Kalanithi,2016,Non Fiction,4.8,13779,14.0
83986a9d-0801-4730-a950-280f69e62bba,Jesus Calling: Enjoying Peace in His Presence (with Scripture References),Sarah Young,2016,Non Fiction,4.9,19576,8.0
6578b091-03b9-4b56-8ff8-9ae4169847d5,The Nightingale: A Novel,Kristin Hannah,2016,Fiction,4.8,49288,11.0
a7d01443-c898-43fc-930d-2d97793ab98e,Wonder,R. J. Palacio,2016,Fiction,4.8,21625,9.0
96465aee-cf50-445a-bebc-8c14dcbf336a,How to Win Friends & Influence People,Dale Carnegie,2016,Non Fiction,4.7,25001,11.0
ad8d222f-a71e-491f-8423-7a0858234e00,You Are a Badass: How to Stop Doubting Your Greatness and Start Living an Awesome Life,Jen Sincero,2016,Non Fiction,4.7,14331,8.0
4143b953-a0b4-4c67-89c0-6b6bd52ec288,"The Official SAT Study Guide, 2016 Edition (Official Study Guide for the New Sat)",The College Board,2016,Non Fiction,4.3,807,36.0
0cc6e155-8070-4506-9a8d-cad69c9dbfe1,Milk and Honey,Rupi Kaur,2016,Non Fiction,4.7,17739,8.0
8a6a9492-46b4-4368-983e-5dedf98ea605,Mindset: The New Psychology of Success,Carol S. Dweck,2016,Non Fiction,4.6,5542,10.0
a9f58f4c-7b97-490a-ac7a-f3e186c55d59,Night (Night),Elie Wiesel,2016,Non Fiction,4.7,5178,9.0
c3925c2e-b9f8-4515-a6e6-0857719bfdf1,"Oh, the Places You'll Go!",Dr. Seuss,2016,Fiction,4.9,21834,8.0
476697bf-e5a9-4dfa-8a53-bfeac15891a2,The Going-To-Bed Book,Sandra Boynton,2016,Fiction,4.8,5249,5.0
5d0b2a0c-582d-46a6-b475-78a7cf444c19,Pokémon Deluxe Essential Handbook: The Need-to-Know Stats and Facts on Over 700 Pokémon,Scholastic,2016,Fiction,4.7,3503,9.0
b925f3dd-cc1e-44d5-a263-62e57dd62707,The Girl on the Train,Paula Hawkins,2016,Fiction,4.1,79446,7.0
bb34c683-76df-485e-b64c-d419bbd9120b,"Publication Manual of the American Psychological Association, 6th Edition",American Psychological Association,2016,Non Fiction,4.5,8580,46.0
59eecd00-f532-437e-9418-83bf7cdda51f,Hillbilly Elegy: A Memoir of a Family and Culture in Crisis,J. D. Vance,2016,Non Fiction,4.4,15526,14.0
dcc52a50-659b-497e-bd66-2d0f81ebaff8,The Very Hungry Caterpillar,Eric Carle,2016,Fiction,4.9,19546,5.0
5dd71b3f-e3cf-4766-9b3c-96c21eaede74,StrengthsFinder 2.0,Gallup,2016,Non Fiction,4.0,5069,17.0
08f8e582-a022-4982-a366-1341865dc1f7,The 5 Love Languages: The Secret to Love that Lasts,Gary Chapman,2016,Non Fiction,4.8,25554,8.0
efba352e-a36b-4234-8b59-80f6e2193b7c,The Constitution of the United States,Delegates of the Constitutional,2016,Non Fiction,4.8,2774,0.0
6d93c12a-7c91-4b96-a9a2-071df6ada9de,The Wonderful Things You Will Be,Emily Winfield Martin,2016,Fiction,4.9,8842,10.0
6d1d5dac-5780-4772-b336-507a1a443d06,The 7 Habits of Highly Effective People: Powerful Lessons in Personal Change,Stephen R. Covey,2016,Non Fiction,4.7,4725,16.0
5c4807d8-9956-400d-a2ee-d253ce075ab0,The Life-Changing Magic of Tidying Up: The Japanese Art of Decluttering and Organizing,Marie Kondō,2016,Non Fiction,4.5,22641,11.0
ac249b50-183f-4b8b-9f09-13c069716768,The Four Agreements: A Practical Guide to Personal Freedom (A Toltec Wisdom Book),Don Miguel Ruiz,2016,Non Fiction,4.7,23308,6.0
651ccf32-4ba0-4b00-a01b-346c7119d707,10-Day Green Smoothie Cleanse,JJ Smith,2016,Non Fiction,4.7,17350,8.0
4b513347-c915-4c64-90e0-ef9e2a0760d5,"Harry Potter and the Sorcerer's Stone: The Illustrated Edition (Harry Potter, Book 1)",J.K. Rowling,2016,Fiction,4.9,10052,22.0
a1550712-dddc-4f14-ab5e-840be83004f3,Between the World and Me,Ta-Nehisi Coates,2016,Non Fiction,4.7,10070,13.0
1bdb94a5-9aca-4210-8f24-56e714a8b244,Giraffes Can't Dance,Giles Andreae,2016,Fiction,4.8,14038,4.0
ce73e4b5-9900-4ecb-af6b-8535a23e2a06,First 100 Words,Roger Priddy,2016,Non Fiction,4.7,17323,4.0
7101ce09-0c25-4513-aa11-ef6667010829,Alexander Hamilton,Ron Chernow,2016,Non Fiction,4.8,9198,13.0
49737519-1eec-475a-a378-43084475ee05,"Adult Coloring Book Designs: Stress Relief Coloring Book: Garden Designs, Mandalas, Animals, and Paisley Patterns",Adult Coloring Book Designs,2016,Non Fiction,4.5,2313,4.0
b54710e8-a6ca-44be-8077-c3fceecad637,Calm the F*ck Down: An Irreverent Adult Coloring Book (Irreverent Book Series),Sasha O'Hara,2016,Non Fiction,4.6,10369,4.0
b2aeaf9c-3821-40a7-8639-6e87974eabca,Born to Run,Bruce Springsteen,2016,Non Fiction,4.7,3729,18.0
002f67cf-afce-4efa-b704-07e9bc4b0487,Dear Zoo: A Lift-the-Flap Book,Rod Campbell,2016,Fiction,4.8,10922,5.0
b9f19573-8fce-4dc2-bb42-a2f286a2f231,Hamilton: The Revolution,Lin-Manuel Miranda,2016,Non Fiction,4.9,5867,54.0
84f9d23d-58eb-4fb1-b3e8-2f07554e3c38,"Harry Potter and the Chamber of Secrets: The Illustrated Edition (Harry Potter, Book 2)",J.K. Rowling,2016,Fiction,4.9,19622,30.0
5915913f-5ac8-4142-91b9-1c72c91fbcb9,A Man Called Ove: A Novel,Fredrik Backman,2016,Fiction,4.6,23848,8.0
05469e29-585f-40f4-908a-83b26a98d8da,Fantastic Beasts and Where to Find Them: The Original Screenplay (Harry Potter),J.K. Rowling,2016,Fiction,4.7,4370,15.0
b6de348c-c321-4f08-91cf-f5f0107494b9,Cravings: Recipes for All the Food You Want to Eat: A Cookbook,Chrissy Teigen,2016,Non Fiction,4.7,4761,16.0
50d3c128-49e4-430a-87a2-69b78a88966d,Fahrenheit 451,Ray Bradbury,2016,Fiction,4.6,10721,8.0
967894c3-090d-47b7-81f5-8d94c1d6eaed,Double Down (Diary of a Wimpy Kid #11),Jeff Kinney,2016,Fiction,4.8,5118,20.0
d19fc3cd-76bc-432c-ad62-e5f79a38745a,"Harry Potter and the Cursed Child, Parts 1 & 2, Special Rehearsal Edition Script",J.K. Rowling,2016,Fiction,4.0,23973,12.0
771b0f53-d6f6-4ff5-96ac-09f5dff5aadc,Harry Potter Paperback Box Set (Books 1-7),J. K. Rowling,2016,Fiction,4.8,13471,52.0
bec2959c-d115-49b2-951c-e5fcbc703e65,The Life-Changing Magic of Tidying Up: The Japanese Art of Decluttering and Organizing,Marie Kondō,2017,Non Fiction,4.5,22641,11.0
cffcfa94-7e6e-41aa-bf23-9a50a6acd83a,Giraffes Can't Dance,Giles Andreae,2017,Fiction,4.8,14038,4.0
82e10657-f386-435c-be01-0bdf5270547b,The Four Agreements: A Practical Guide to Personal Freedom (A Toltec Wisdom Book),Don Miguel Ruiz,2017,Non Fiction,4.7,23308,6.0
a705c53b-ce92-47ee-b68a-c02fed1a824f,The Getaway,Jeff Kinney,2017,Fiction,4.8,5836,0.0
b11a96ac-aaee-4968-acc2-184d32ef45b2,The Sun and Her Flowers,Rupi Kaur,2017,Non Fiction,4.7,5487,9.0
ed7f03e9-da13-4df8-8bb3-92942bd4a5b9,Dog Man: A Tale of Two Kitties: From the Creator of Captain Underpants (Dog Man #3),Dav Pilkey,2017,Fiction,4.9,4786,8.0
6c207c3a-6a54-48aa-afae-8f4c7c1d55ad,"Option B: Facing Adversity, Building Resilience, and Finding Joy",Sheryl Sandberg,2017,Non Fiction,4.5,1831,9.0
c7544015-9add-4de4-83a5-7e5007e4d585,Origin: A Novel (Robert Langdon),Dan Brown,2017,Fiction,4.3,18904,13.0
dab68d11-cd1f-4953-ab54-cf8e87f9111e,The Subtle Art of Not Giving a F*ck: A Counterintuitive Approach to Living a Good Life,Mark Manson,2017,Non Fiction,4.6,26490,15.0
bafe1b55-4088-437a-ba69-af3dab5b9390,The Shack: Where Tragedy Confronts Eternity,William P. Young,2017,Fiction,4.6,19720,8.0
1a9dbbe3-17b1-4830-831d-3645759d15ca,Player's Handbook (Dungeons & Dragons),Wizards RPG Team,2017,Fiction,4.8,16990,27.0
3dde75a6-f30a-41b6-919f-262e9caeb34a,The Pout-Pout Fish,Deborah Diesen,2017,Fiction,4.8,9784,5.0
afa4ad05-4c4e-4145-bd0d-2ee95b614410,First 100 Words,Roger Priddy,2017,Non Fiction,4.7,17323,4.0
302d42b9-aa18-4493-ba39-fdf298406a73,StrengthsFinder 2.0,Gallup,2017,Non Fiction,4.0,5069,17.0
146de504-ff7c-4b80-9d98-7cc683abf04c,"Publication Manual of the American Psychological Association, 6th Edition",American Psychological Association,2017,Non Fiction,4.5,8580,46.0
88f30a83-6507-47e8-8a75-00dc53222473,Puppy Birthday to You! (Paw Patrol) (Little Golden Book),Golden Books,2017,Fiction,4.8,4757,4.0
c0f3986b-1bb5-4bf9-a2c2-a2ddea5c4a22,The 5 Love Languages: The Secret to Love that Lasts,Gary Chapman,2017,Non Fiction,4.8,25554,8.0
3e7dedfa-373d-4d49-a7f8-d569849ae594,Ready Player One: A Novel,Ernest Cline,2017,Fiction,4.6,22536,12.0
eb2404e8-e432-401b-af01-6289bdeea166,The 7 Habits of Highly Effective People: Powerful Lessons in Personal Change,Stephen R. Covey,2017,Non Fiction,4.7,4725,16.0
f3b00ad7-bd95-468e-b76d-2c4dbea86ba3,The Going-To-Bed Book,Sandra Boynton,2017,Fiction,4.8,5249,5.0
d5287e6f-4923-4d29-ba0e-ed4f973e11cf,The Handmaid's Tale,Margaret Atwood,2017,Fiction,4.3,29442,7.0
940cbb2b-b942-4570-a3db-ba92e7665ebd,The Instant Pot Electric Pressure Cooker Cookbook: Easy Recipes for Fast & Healthy Meals,Laurel Randolph,2017,Non Fiction,4.3,7368,7.0
8704c426-4943-4218-abec-cf69063cc0ac,Dear Zoo: A Lift-the-Flap Book,Rod Campbell,2017,Fiction,4.8,10922,5.0
7420175c-13d5-4c1c-a49f-0e54b3f14acd,"Brown Bear, Brown Bear, What Do You See?",Bill Martin Jr.,2017,Fiction,4.9,14344,5.0
23d764a3-0e71-49ff-b730-40845b26c16f,"Oh, the Places You'll Go!",Dr. Seuss,2017,Fiction,4.9,21834,8.0
fcc32614-3cc1-45bf-ae40-b454e78b1fce,The Very Hungry Caterpillar,Eric Carle,2017,Fiction,4.9,19546,5.0
7f82fa61-36a8-4e3e-b5a9-58581daa6593,If Animals Kissed Good Night,Ann Whitford Paul,2017,Fiction,4.8,16643,4.0
2b39796f-283f-4da5-a312-ff05a5bbc4b7,Killers of the Flower Moon: The Osage Murders and the Birth of the FBI,David Grann,2017,Non Fiction,4.6,8393,17.0
9cdb18ab-645e-4a28-adf8-9d99e9391409,"Tools of Titans: The Tactics, Routines, and Habits of Billionaires, Icons, and World-Class Performers",Timothy Ferriss,2017,Non Fiction,4.6,4360,21.0
daf65afd-ce8e-43bb-93db-53557ea73fac,A Man Called Ove: A Novel,Fredrik Backman,2017,Fiction,4.6,23848,8.0
4697efe6-731a-4e79-b8d9-17bda787a3cc,Obama: An Intimate Portrait,Pete Souza,2017,Non Fiction,4.9,3192,22.0
c891be30-edb5-44c7-8c37-57d7194682ab,Thug Kitchen: The Official Cookbook: Eat Like You Give a F*ck (Thug Kitchen Cookbooks),Thug Kitchen,2017,Non Fiction,4.6,11128,23.0
31db3672-7158-4dab-b20a-0930534fe007,1984 (Signet Classics),George Orwell,2017,Fiction,4.7,21424,6.0
a0b4ba61-9cba-4fb6-9d70-d13fce470c02,Goodnight Moon,Margaret Wise Brown,2017,Fiction,4.8,8837,5.0
2b88d74b-b396-4874-801e-7a5f32b4aebb,Laugh-Out-Loud Jokes for Kids,Rob Elliott,2017,Non Fiction,4.6,6990,4.0
1d426904-13ae-48f6-92e3-8443812a54ba,Wonder,R. J. Palacio,2017,Fiction,4.8,21625,9.0
fb777655-a548-4a29-beff-fe134a9a2e47,Leonardo da Vinci,Walter Isaacson,2017,Non Fiction,4.5,3014,21.0
0804d9c3-03ed-469f-84f5-7ac941cadb73,What Happened,Hillary Rodham Clinton,2017,Non Fiction,4.6,5492,18.0
276781cd-8a7c-4cfc-910c-c3fdaaf265fc,Thirteen Reasons Why,Jay Asher,2017,Fiction,4.5,7932,9.0
ed7ee5dd-039c-464c-9593-84a29729fe63,How to Win Friends & Influence People,Dale Carnegie,2017,Non Fiction,4.7,25001,11.0
7d7b5a51-be88-4345-8f8c-12999ce95923,"Harry Potter and the Prisoner of Azkaban: The Illustrated Edition (Harry Potter, Book 3)",J.K. Rowling,2017,Fiction,4.9,3146,30.0
0cd6dc63-cc0d-40d4-9325-c220412cc609,Make Your Bed: Little Things That Can Change Your Life...And Maybe the World,Admiral William H. McRaven,2017,Non Fiction,4.7,10199,11.0
a572d36e-c64a-4f6e-82b2-77252be5a598,The Wonderful Things You Will Be,Emily Winfield Martin,2017,Fiction,4.9,8842,10.0
ae53efbf-c05c-4ab2-a270-7ca2151fc3bc,Milk and Honey,Rupi Kaur,2017,Non Fiction,4.7,17739,8.0
730cfcf3-16cf-4242-978e-3729a4fd93c0,You Are a Badass: How to Stop Doubting Your Greatness and Start Living an Awesome Life,Jen Sincero,2017,Non Fiction,4.7,14331,8.0
fbd09d08-5fb3-46e9-b207-40233e9340ec,Milk and Vine: Inspirational Quotes From Classic Vines,Adam Gasiewski,2017,Non Fiction,4.4,3113,6.0
755da084-4075-49dc-8bcc-9d6375bac20e,Hillbilly Elegy: A Memoir of a Family and Culture in Crisis,J. D. Vance,2017,Non Fiction,4.4,15526,14.0
3ee791e9-25c1-449c-8e26-7f105418ed49,The Whole30: The 30-Day Guide to Total Health and Food Freedom,Melissa Hartwig Urban,2017,Non Fiction,4.6,7508,16.0
9ac0e6a9-ef3d-405f-8e5b-c7df62d385a0,Astrophysics for People in a Hurry,Neil deGrasse Tyson,2017,Non Fiction,4.7,9374,9.0
7edec7e5-f4f6-4d3b-a56e-b8350db43c0a,A Gentleman in Moscow: A Novel,Amor Towles,2017,Fiction,4.7,19699,15.0
a46a7b05-cfe7-40fb-95bd-e96fd511e0fb,Dog Man and Cat Kid: From the Creator of Captain Underpants (Dog Man #4),Dav Pilkey,2018,Fiction,4.9,5062,6.0
06acc119-0350-4ef3-a0db-68106d508f96,12 Rules for Life: An Antidote to Chaos,Jordan B. Peterson,2018,Non Fiction,4.7,18979,15.0
5479af38-50ad-4e1d-90b6-88580cdf06d5,The Hate U Give,Angie Thomas,2018,Fiction,4.8,9947,11.0
d9183b80-9f0f-46f9-bfc0-82ecbf68237d,Whose Boat Is This Boat?: Comments That Don't Help in the Aftermath of a Hurricane,The Staff of The Late Show with,2018,Non Fiction,4.6,6669,12.0
48f39bb6-57ff-4b8f-8dee-cfd148661981,The Four Agreements: A Practical Guide to Personal Freedom (A Toltec Wisdom Book),Don Miguel Ruiz,2018,Non Fiction,4.7,23308,6.0
72074fa0-7d80-412b-93c1-641f4b439cbd,The Meltdown (Diary of a Wimpy Kid Book 13),Jeff Kinney,2018,Fiction,4.8,5898,8.0
ce023628-f653-43d4-b709-aafabaa7a73f,"A Higher Loyalty: Truth, Lies, and Leadership",James Comey,2018,Non Fiction,4.7,5983,3.0
a63b5788-9223-432b-8f27-639b48fd85c1,Dear Zoo: A Lift-the-Flap Book,Rod Campbell,2018,Fiction,4.8,10922,5.0
732fe691-7ac5-4670-8fc3-f72f90e503a2,Crazy Rich Asians (Crazy Rich Asians Trilogy),Kevin Kwan,2018,Fiction,4.3,6143,8.0
3c45d0d4-f021-42fe-b986-6424a0f22fa3,A Wrinkle in Time (Time Quintet),Madeleine L'Engle,2018,Fiction,4.5,5153,5.0
be497a4d-5a9e-4723-aef3-0f67a3bdb60d,"The Plant Paradox Cookbook: 100 Delicious Recipes to Help You Lose Weight, Heal Your Gut, and Live Lectin-Free",Dr. Steven R Gundry MD,2018,Non Fiction,4.5,3601,18.0
d4a889b3-03c5-4782-99b0-102284bdd7bc,"The Plant Paradox: The Hidden Dangers in ""Healthy"" Foods That Cause Disease and Weight Gain",Dr. Steven R Gundry MD,2018,Non Fiction,4.4,7058,17.0
f6043557-f8f3-4f0f-96a2-a807d73e5226,The Wonky Donkey,Craig Smith,2018,Fiction,4.8,30183,4.0
e39e27e4-f0d2-456a-94ff-208bfabf7a0c,The Pout-Pout Fish,Deborah Diesen,2018,Fiction,4.8,9784,5.0
f07a50cb-376b-4810-812f-541702279453,The President Is Missing: A Novel,James Patterson,2018,Fiction,4.3,10191,18.0
d658e102-e36b-48a8-a1b0-ab0dbfb2fa8a,The Wonderful Things You Will Be,Emily Winfield Martin,2018,Fiction,4.9,8842,10.0
acf6ded5-e93e-465d-9a68-dc270d515563,Becoming,Michelle Obama,2018,Non Fiction,4.8,61133,11.0
4e95c9f2-5072-4d9b-af08-13f51f1f69e3,The Subtle Art of Not Giving a F*ck: A Counterintuitive Approach to Living a Good Life,Mark Manson,2018,Non Fiction,4.6,26490,15.0
89f283cc-8b61-4067-8150-bd39368b4e90,The Very Hungry Caterpillar,Eric Carle,2018,Fiction,4.9,19546,5.0
c8494732-3302-468f-a615-0f8ad28e66b9,The Instant Pot Electric Pressure Cooker Cookbook: Easy Recipes for Fast & Healthy Meals,Laurel Randolph,2018,Non Fiction,4.3,7368,7.0
5c851d83-90fb-493b-a24e-cb7767cb6ade,Dog Man: Brawl of the Wild: From the Creator of Captain Underpants (Dog Man #6),Dav Pilkey,2018,Fiction,4.9,7235,4.0
8d6756af-83b0-4f43-b5f7-1a517e697b30,Dog Man: Lord of the Fleas: From the Creator of Captain Underpants (Dog Man #5),Dav Pilkey,2018,Fiction,4.9,5470,6.0
97d31a55-5cec-43c4-bf9e-444edcbd3745,You Are a Badass: How to Stop Doubting Your Greatness and Start Living an Awesome Life,Jen Sincero,2018,Non Fiction,4.7,14331,8.0
06245b2a-2ba1-4dd0-a57b-a45f9f35f2d4,"Girl, Wash Your Face: Stop Believing the Lies About Who You Are So You Can Become Who You Were Meant to Be",Rachel Hollis,2018,Non Fiction,4.6,22288,12.0
082c83ae-b669-4501-a5f6-867085e7930c,Ready Player One: A Novel,Ernest Cline,2018,Fiction,4.6,22536,12.0
ca685d78-e361-4a99-8961-04f49388283b,"Publication Manual of the American Psychological Association, 6th Edition",American Psychological Association,2018,Non Fiction,4.5,8580,46.0
a77facd3-5219-443e-aabb-a3a527378f70,First 100 Words,Roger Priddy,2018,Non Fiction,4.7,17323,4.0
