Date,Year,Post ID,Platform,Post Type,Content Type,Link,Post,Engagement Rate,Engagements,Reactions,Comments,Shares
2019-08-06,2019,1.78864E+16,Instagram,Post,Video,https://www.instagram.com/p/B01O8JEAZPj/,"This week soulful singer @ShaundRoss' powerful #ReImagined rendition of 
@Cher's mega-hit ""Believe,"" which won the GRAMMY for Best Dance Recording at the 41st #GRAMMYs in 1999.

View out story to watch the full performance.",0.0401,1788.0,1609.0,19.0,
2019-08-07,2019,1.15917E+18,Twitter,Tweet,Photo,https://twitter.com/RecordingAcad/status/1159173456153346049,"NOW LIVE 📲 @IAMSUMMERWALKER is performing an exclusive acoustic set. Watch ➡️  https://t.co/rSLE0jpWSz

Set list 🎼: 
🎤 “CPR”
🎤 “Session 32” 
🎤 “Riot”
🎤 “Karma”
🎤 “Girls Need Love” https://t.co/p5svBHNHU5",,5442.0,649.0,8.0,94.0
2019-08-07,2019,36736245747_2336224016595992,Facebook,Post,Video,https://www.facebook.com/RecordingAcademy/videos/2336224016595992/,Summer Walker is performing an EXCLUSIVE set at our HQ!   Keep watching,0.1022,1799.0,521.0,174.0,116.0
2019-08-07,2019,1.15916E+18,Twitter,Tweet,Photo,https://twitter.com/RecordingAcad/status/1159159525989130240,We're back with another #Faceboook Live performance—@IAMSUMMERWALKER stops by our HQ today! It all starts at 2:30 p.m. ET / 11:30 a.m. PT: https://t.co/rSLE0j8m11 https://t.co/xHgIFNMDqy,,3332.0,150.0,2.0,25.0
2019-08-07,2019,36736245747_10156652213685748,Facebook,Post,Video,https://www.facebook.com/36736245747/posts/10156652213685748/,"Watch Shaun Ross brings his soulful voice to this week's #ReImagined—performing Cher's mega-hit ""Believe,"" which won the GRAMMY for Best Dance Recording at the 41st #GRAMMYs in 1999.",0.0626,1930.0,333.0,25.0,87.0
2019-08-07,2019,1.80925E+16,Instagram,Post,Carousel,https://www.instagram.com/p/B04a8jMJIOC/,"From her first break making a full-length album with @BethDitto to her work with Andra Day (@andradaymusic) and Melanie Martinez (@littlebodybigheart), Jennifer Decilveo (@hijennwhatsup) has built a career on the core tenants of truth and trust. In an intimate one-on-one mentoring session, the music producer took time out of her day to give @pomonacollege #GRAMMYU member @jordanhawkinsmusic insight on how to improve his song. Jordan not only gained a new perspective on the mixing/mastering process from Jenn, but learned about taxes as an independent contractor and the importance of building a team. Swipe ↔️ to learn more about this dynamic duo!
----------------------------------------------------------
Every month we’re connecting GRAMMY U members (college students) with successful thought leaders in the music industry to bring you first-hand stories on the importance of mentoring the next generation of music professionals and how it has impacted both of their lives. 🎶 Let us know who has inspired your career by tagging them in the comments below. #GRAMMYUMentor",0.073,2301.0,2222.0,20.0,
2019-08-08,2019,1.15954E+18,Twitter,Tweet,Link,https://twitter.com/RecordingAcad/status/1159544558637715461,"Rising hip-hop artist @JIDsv, part of @JColeNC's @Dreamville Records powerhouse squad, has been on fire lately. 🎶🔥
https://t.co/JEqzAPDu1t",,5594.0,2181.0,22.0,372.0
2019-08-08,2019,1.15955E+18,Twitter,Tweet,Link,https://twitter.com/RecordingAcad/status/1159552865469370368,"Musical influences, tour stories, and more from @yunggravy.
https://t.co/qKjm2XL9wY",,1365.0,309.0,2.0,23.0
2019-08-08,2019,36736245747_539019853305016,Facebook,Post,Video,https://www.facebook.com/RecordingAcademy/videos/539019853305016/,"WATCH NOW 📲 Ari Lennox is performing an exclusive set at our HQ. 

‪Set list: ‬
‪🎤 “Chicago Boy” ‬
‪🎤 “Up Late” ‬
‪🎤 “Shea Butter Baby”‬
‪🎤 ""BMO""",0.0973,2453.0,511.0,188.0,112.0
2019-08-08,2019,1.15953E+18,Twitter,Tweet,Link,https://twitter.com/RecordingAcad/status/1159530718118187009,".@thebandcamino talks early influences, the band's hopeful message to fans, and more. 
https://t.co/lbWdqEtyBv",,1507.0,321.0,12.0,46.0
2019-08-08,2019,1.1596E+18,Twitter,Tweet,Link,https://twitter.com/RecordingAcad/status/1159599674493407232,".@burnaboy is steadily ascending as a globally-loved superstar, with his smooth, rich vocals and infectious beats that blend traditional Afrobeat, dancehall, hip-hop, trap, and more.
https://t.co/8j4ipgrJ98",,17841.0,4463.0,97.0,2097.0
2019-08-08,2019,1.78577E+16,Instagram,Post,Carousel,https://www.instagram.com/p/B07GRmRpLnr/,"It's not everyday you win a couple of #GRAMMYs! ✨🙌 At the 49th GRAMMY Awards in 2007, @Ludacris took two awards, Best Rap Song (""Money Maker"") and Best Rap Album ('Release Therapy'). He topped off the night with an incredible performance of ""Runaway Love"" that included GRAMMY winners @therealmaryjblige and @earthwindandfire. #GRAMMYVault",0.0697,2916.0,2847.0,20.0,
2019-08-08,2019,1.15959E+18,Twitter,Tweet,Photo,https://twitter.com/RecordingAcad/status/1159594897013387267,"It's not everyday you win 2 #GRAMMYs! ✨🙌 At the 49th GRAMMY Awards in 2007, @Ludacris took two awards, Best Rap Song + Best Rap Album. He topped off the night with an incredible performance of ""Runaway Love"" ft. GRAMMY winners @maryjblige + @EarthWindFire. #GRAMMYVault https://t.co/0DWrkUAZu4",,1924.0,272.0,7.0,36.0
2019-08-08,2019,1.15956E+18,Twitter,Tweet,Link,https://twitter.com/RecordingAcad/status/1159563186443628553,"From @Hadestown to @BeMoreChill, how the success of streaming platforms has launched an unorthodox new wave of #Broadway productions.
https://t.co/3jWZoaX9Fu",,1439.0,565.0,2.0,61.0
2019-08-09,2019,1.15985E+18,Twitter,Tweet,Link,https://twitter.com/RecordingAcad/status/1159848562655735808,"What was the process behind 'African Giant'? @burnaboy fills us in on the making is album, his goal as global artist, and more.
https://t.co/kNaYmhINAf",,5967.0,2348.0,35.0,451.0
2019-08-09,2019,36736245747_10156657059780748,Facebook,Post,Link,https://www.facebook.com/36736245747/posts/10156657059780748/,"Billy Strings opens up about his forthcoming album, his rock and metal influences and how he copes with the pressures of touring and being hailed as the future of bluegrass.",0.0865,5260.0,1326.0,95.0,121.0
2019-08-09,2019,1.80218E+16,Instagram,Post,Photo,https://www.instagram.com/p/B09iQg9Jg44/,"""Just knowing that...I can actually have a real impact on other people's lives and not just make the music that they can party to, but make something that can help them get through something. I know that my favorite music always did that for me."" Check our Story to read our EXCLUSIVE interview with #Lauv! We discuss ""F**k, I'm Lonely,"" staying independent, #mentalhealth and more!",0.0636,3783.0,3692.0,27.0,
2019-08-09,2019,1.15995E+18,Twitter,Tweet,Link,https://twitter.com/RecordingAcad/status/1159950231921991686,"Tucker Pillsbury, who is better known as singer-songwriter @heyrolemodel, is just getting started. 
https://t.co/ui1YhfzvkG",,1558.0,539.0,8.0,84.0
2019-08-10,2019,1.79042E+16,Instagram,Post,Photo,https://www.instagram.com/p/B1AIrEVpOz6/,"“I love #mixing, so the show is my release. I get to create and figure out different ways to give the audience the experience they paid for.” Front of House #engineer (FOH) Amanda Davis @theeamandarenee. #PandEWing",0.0379,1560.0,1528.0,19.0,
2019-08-11,2019,1.78649E+16,Instagram,Post,Carousel,https://www.instagram.com/p/B1C4QGgpgc3/,"🎶 ""Tonight We are young. So let's set the world on fire. We can burn brighter than the sun”🎶 #NateRuess, #JackAntonoff, #JeffBhasker, and #AndrewDost of #Fun featuring #JanelleMonáe won Song Of The Year at the 55th #GRAMMYs for ""We Are Young"" (#LyricFind)",0.0737,2936.0,2873.0,18.0,
2019-08-12,2019,1.79544E+16,Instagram,Post,Carousel,https://www.instagram.com/p/B1Et8c6JkMw/,"It’s time to bust out the record player because it's #VinylRecordDay 🎶 Whether it’s #StevieWonder or #LaurynHill, these artists stopped by our HQ to show how classic vintage vinyl is as much these artists themselves. Not to mention how each record brings back a memory of a specific moment in their life or how it has inspired their career. View our story to see how #RACelebrates today. 🎼✨",0.0817,3199.0,3077.0,29.0,
2019-08-12,2019,1.16103E+18,Twitter,Tweet,Link,https://twitter.com/RecordingAcad/status/1161034729904324610,"Over the past 2 years alone, @BTS_twt have broken several major records, made epic performances, and an album of theirs received a GRAMMY nomination—now it's time for a break.
https://t.co/qfHVIJbGSd",,183509.0,103691.0,866.0,30223.0
2019-08-13,2019,36736245747_10156665142430748,Facebook,Post,Link,https://www.facebook.com/36736245747/posts/10156665142430748/,"Over the past 2 years alone, BTS have broken several major records, made epic performances, and an album of theirs received a GRAMMY nomination.",0.1327,12136.0,7917.0,123.0,244.0
2019-08-13,2019,1.16146E+18,Twitter,Tweet,Video,https://twitter.com/RecordingAcad/status/1161455120506216448,Spent the afternoon talking about our voting process with @kashdoll AND WE HAD FUN! 🎉 https://t.co/pygx3zOZEP,,3393.0,504.0,7.0,60.0
2019-08-13,2019,1.1613E+18,Twitter,Tweet,Link,https://twitter.com/RecordingAcad/status/1161295601369341955,"#Reminder 🗓 Key dates and deadlines for the 62nd #GRAMMYs. 👇
https://t.co/e7LYcHqC7U",,3747.0,1359.0,122.0,427.0
2019-08-13,2019,1.16139E+18,Twitter,Tweet,Video,https://twitter.com/RecordingAcad/status/1161385245582606341,🎶 @conangray stopped by our HQ today to learn about the many ways we support the music community!🎶 https://t.co/OlHxjK4Jya,,18950.0,4684.0,77.0,290.0
2019-08-13,2019,1.78487E+16,Instagram,Post,Carousel,https://www.instagram.com/p/B1INMMpJ94i/,"Writer/composer @AnaisMitchell's @Hadestown, a retelling of the Orpheus myth with both #NOLA and an industrial Hell as its settings, began life as an abstract, #DIY community-style show in her home state of Vermont in 2006. Two incarnations later, she recorded a cast album in 2010 featuring vocalists @AniDiFranco, Greg Brown, Justin Vernon from @BonIver, and Ben Knox Miller from @TheLowAnthem. Visit the #link in our #bio to find out how the success of #streaming platforms has launched an unorthodox new wave of #Broadway productions.",0.0612,1899.0,1855.0,16.0,
2019-08-13,2019,1.16127E+18,Twitter,Tweet,Link,https://twitter.com/RecordingAcad/status/1161265900177244163,"K-pop superstars @BTS_twt are taking a break for the first time since their 2013 debut. 
https://t.co/qfHVIJbGSd",,14692.0,9606.0,65.0,2532.0
2019-08-14,2019,1.78724E+16,Instagram,Post,Carousel,https://www.instagram.com/p/B1Kue1rpfDN/,"50 years after #Woodstock, time hasn't been kind. Woodstock '94 was plagued with rain and became a gigantic mud slick. Woodstock '99 deteriorated into an alcohol-fueled nightmare, along with reports of arson, looting and allegations of sexual assault. And last month, an ill-prepared Woodstock 50 went into a legal and financial tailspin and was finally killed at the eleventh hour. 
View our story to read why 15 of the original #festival's performers believe no one has successfully recreated the 1969 experience.",0.0702,2131.0,2072.0,24.0,
2019-08-16,2019,36736245747_10156672317200748,Facebook,Post,Photo,https://www.facebook.com/36736245747/posts/10156672317200748/?substory_index=0,📲 Fill in the blank: My most memorable concert has been _______! 🎶 👐,0.0476,2060.0,244.0,290.0,14.0
2019-08-16,2019,1.78583E+16,Instagram,Post,Carousel,https://www.instagram.com/p/B1Pmb2-go8d/,"It's not everyday that you win six #GRAMMYs in one night, but @Adele did at the 
54th GRAMMY Awards in 2012. Her wins included Record Of The Year (""Rolling In The Deep""), Album Of The Year ('21'), and Song Of The Year (""Rolling In The Deep"") to name a few. 
That night she gave a standing ovation performance of ""Rolling In The Deep"" that had the audience in awe.  #GRAMMYVault",0.1146,17237.0,16553.0,218.0,
2019-08-17,2019,1.80223E+16,Instagram,Post,Photo,https://www.instagram.com/p/B1SRGPIJyKa/,"""When a person comes to my studio, especially if it's somebody that I've never met before, I have to expose my own vulnerabilities first. To give them the signal, look this a safe space. What that ends up doing is it gives the artist an opportunity to tell me things about their personal life they would never in a million years want anyone else to know. So that we can then take those stories and turn them into music, because that's the process."" GRAMMY-nominated #producer/#songwriter #OakFelder (@oakestra) on finding a safe collaborative space in the studio. #PandEWing",0.036,2106.0,1989.0,31.0,
2019-08-18,2019,1.80623E+16,Instagram,Post,Carousel,https://www.instagram.com/p/B1U9JmbpOr_/,"🎶And the joke's on them they can
Let 'em spin, let 'em scatter in the wind
I have been to the movies, I've seen how it ends
And the joke's on them 🎶(#LyricFind)

@brandicarlile performed her GRAMMY-winning song ""The Joke"" at the 61st #GRAMMYs this past February!",0.0727,2888.0,2824.0,31.0,
2019-08-18,2019,1.16323E+18,Twitter,Tweet,Photo,https://twitter.com/RecordingAcad/status/1163226827122532352,📲 Fill in the blank: My memorable concert has been _______! 🎶 👐 https://t.co/JfUB9zf2MI,,2402.0,427.0,186.0,105.0
2019-08-18,2019,36736245747_10156677386455748,Facebook,Post,Photo,https://www.facebook.com/36736245747/posts/10156677386455748/,"It's not everyday that you win six #GRAMMYs in one night, but Adele did at the 
54th GRAMMY Awards in 2012. Her wins included Record Of The Year (""Rolling In The Deep""), Album Of The Year ('21'),  and Song Of The Year (""Rolling In The Deep"") to name a few. 

That night she gave a standing ovation performance of ""Rolling In The Deep"" that had the audience in awe.  #GRAMMYVault",0.0759,7530.0,2552.0,157.0,157.0
2019-08-19,2019,1.78545E+16,Instagram,Post,Photo,https://www.instagram.com/p/B1XfusZJjNX/,Which ONE artist were you lucky enough to see perform before they passed away?,0.0588,2881.0,2719.0,114.0,
2019-08-20,2019,1.164E+18,Twitter,Tweet,Link,https://twitter.com/RecordingAcad/status/1164001677797670913,".@BTS_twt are taking a break for the first time since their 2013 debut.

https://t.co/qfHVIJbGSd",,76707.0,50526.0,334.0,11901.0
2019-08-21,2019,1.16435E+18,Twitter,Tweet,Link,https://twitter.com/RecordingAcad/status/1164348974343630849,"Celso Piña, one of the most iconic musicians, composers and singers in #LatinAmerica who was known for his pioneering style of cumbia music, has died at 66. 
https://t.co/iNTMm6Eu3j",,1760.0,819.0,3.0,256.0
2019-08-21,2019,1.16438E+18,Twitter,Tweet,Link,https://twitter.com/RecordingAcad/status/1164375137401151488,"""We are left with a deep hole, but he leaves behind his great #legacy forever."" - @latunagroup
https://t.co/iNTMm6Eu3j",,1387.0,420.0,2.0,98.0
2019-08-21,2019,1.80751E+16,Instagram,Post,Carousel,https://www.instagram.com/p/B1cyXpzpEiJ/,"In August of '69, hundreds of thousands of people took over the small town of Bethel, #NY to hear the sounds and inspirational words from their favorite artists, including #JimiHendrix, Sly and the Family Stone, #JanisJoplin, and the #GratefulDead. Longtime music journalist, then an 18-year-old music fan, @mikegreenblatt was there. 
In his brand-new book, ‘#Woodstock 50th Anniversary: Back to Yasgur's Farm,’ out in honor of the fest's 50th anniversary, Greenblatt features his own firsthand account, as well as a collection of submitted stories from both artists and attendees to recreate the experience that transpired a half-century ago—one that original promoter Michael Lang hasn't been able to truly replicate since. View our story to learn more about what it was really like to be at Woodstock and how we can apply the fest's activist mindset today.",0.0841,3051.0,2892.0,108.0,
2019-08-22,2019,1.80922E+16,Instagram,Post,Carousel,https://www.instagram.com/p/B1fXJNUpGmG/,"In many ways, 'forevher' represents a #victory lap for @Shura, who, even as recently as a few years ago, wouldn't have felt comfortable using #samesex pronouns in her songs. But the ""her"" in ""forevher"" is quite purposeful, as is its Rodin-inspired blue imagery of two #women embracing. ""I remember when I put out 'Nothing's Real'... In the pop sphere there really wasn't a #queer woman that I could think of, other than people who had also already been around for a while,"" Shura tells the #RecordingAcademy. ""So, @TeganandSara, maybe you have @HayleyKiyoko as well. But now we have @gakkingprincess, we have lots of non-binary artists. The indie-pop world, it's just so much queerer than it was when I first put out a record. I don't feel like the only gay in the village anymore."" 📲 View our story to read how @Shura further delve into the story behind her latest effort—which is co-produced with Joel Pott and features collaborations with @JagwarMa's Jona Ma, @Whitneyband's Will Miller and more—and why this feels like her ""first record as an adult woman.""",0.061,1897.0,1854.0,10.0,
2019-08-22,2019,1.1646E+18,Twitter,Tweet,Video,https://twitter.com/RecordingAcad/status/1164604154725093377,🤳 We loved having @omarapollo stop by to learn all about the work we do and the #GRAMMYs! https://t.co/yMJZkjeFkI,,7152.0,1486.0,28.0,198.0
2019-08-22,2019,1.16473E+18,Twitter,Tweet,Link,https://twitter.com/RecordingAcad/status/1164730228175974400,"In case you haven't heard, @taylorswift13's seventh studio album, Lover, is dropping tonight at midnight. 
https://t.co/VRWwEnoEIB",,7818.0,5027.0,184.0,874.0
2019-08-23,2019,1.16491E+18,Twitter,Tweet,Link,https://twitter.com/RecordingAcad/status/1164913437463523336,"GRAMMY winner @taylorswift13's new album, 'Lover,' tracklist reveals that she collaborated with @jackantonoff, @st_vincent, @dixiechicks, @Cautiousclayton, 
and more. 
https://t.co/VRWwEnoEIB",,5814.0,3548.0,120.0,554.0
2019-08-23,2019,1.79086E+16,Instagram,Post,Carousel,https://www.instagram.com/p/B1h4Nt3JEQo/,Weekends are for new music! Who's on your #playlist this weekend?,0.0997,5643.0,5488.0,92.0,
2019-08-23,2019,36736245747_10156688781595748,Facebook,Post,Link,https://www.facebook.com/36736245747/posts/10156688781595748/,"In case you haven't heard, @GRAMMY winner Taylor Swift dropped her seventh studio album, 'Lover.'",0.0452,2351.0,960.0,49.0,35.0
2019-08-24,2019,1.16532E+18,Twitter,Tweet,Link,https://twitter.com/RecordingAcad/status/1165315343130222594,"'Lover' is officially out! Here's all the incredible artists who collaborated with GRAMMY winner @taylorswift13 on the new project 🎶

https://t.co/VRWwEnoEIB",,1304.0,767.0,18.0,139.0
2019-08-24,2019,1.80876E+16,Instagram,Post,Photo,https://www.instagram.com/p/B1kLPdzFSJZ/,"""Typically, the way we would do them is we would book eight-hour sessions, whereas rock bands — they would block out the studio and just have it set up for months and months. But black records, we'd have to come in and leave, and come in and leave, and then come back and leave, and come back. So I did David Bowie the same way 'cause that's the only way I knew how to do records — like black records."" - @nilerodgers , GRAMMY-winning producer and #PandEWing member gives insight on producing David Bowie's album 'Let's Dance.'",0.0366,1457.0,1431.0,10.0,
2019-08-25,2019,1.79071E+16,Instagram,Post,Carousel,https://www.instagram.com/p/B1m2nE6J5K5/,"🎶 Havana, ooh na-na (ay)
Half of my heart is in Havana, ooh-na-na (ay, ay)
He took me back to East Atlanta, na-na-na
Oh, but my heart is in Havana (ay) 🎶 (#LyricFind)

Swipe ↔️ to relive @camila_cabello, @jbalvin, @ricky_martin, @thuggerthugger1, and @arturo_sandoval_arocha's performance of the GRAMMY-nominated song ""Havana"" at the 61st #GRAMMYs!",0.1493,17532.0,17053.0,94.0,
2019-08-26,2019,1.78478E+16,Instagram,Post,Carousel,https://www.instagram.com/p/B1pt97WJ2G6/,"How many times have you been excited to check out a live show, but the performer is barely visible from your spot at the back of the crowd? Enter @meow__wolf, an experimental, experiential art collective making headlines for their trippy avant-garde-art-meets-funhouse-meets-kids-museum space in Santa Fe, #NewMexico

In 2016, Meow Wolf opened this ultra-exploratory venue featuring art you can touch from rotating collabs with multi-media artists, the House of Eternal Return. It is their first permanent space, thanks to funding from the one and only from George R.R. Martin, the creator of #GameofThrones. View our story to see how the growing crew has launched the #TaosVortex music festival, incorporating their #love for interactive art and community spaces with their eclectic taste in #music.",0.0564,1619.0,1580.0,11.0,
2019-08-26,2019,36736245747_10156697688260748,Facebook,Post,Photo,https://www.facebook.com/36736245747/posts/10156697688260748/?substory_index=0,Who are your favorite 5 artists . . . GO 👇,0.0732,2381.0,339.0,330.0,19.0
2019-08-27,2019,1.80243E+16,Instagram,Post,Carousel,https://www.instagram.com/p/B1scvbpJo9l/,"GRAMMY-nominated producers @mike_n_keys might be on top of the game, but they haven't forgotten where they came from. Boasting credits with everyone from #NipseyHussle to @BJTheChicagoKid, #SnoopDogg to Faith Evans (@therealfaithevans), the duo, formerly known as The Futureistiks have built a name for themselves in hip-hop and beyond.

Swipe ↔️ to learn why the duo felt they had something to say with their music and that they belonged at the table with the great producers and artists of their time.",0.0598,1847.0,1753.0,36.0,
2019-08-27,2019,1.16645E+18,Twitter,Tweet,Video,https://twitter.com/RecordingAcad/status/1166446787000799232,"How @itstonybennett meet @ladygaga. 🎵🙌❤️️

Both GRAMMY winners took home the GRAMMY for Best Traditional Pop Vocal Album ('Check To Check') at the 57th #GRAMMYs in 2015. https://t.co/DYbm228yPX",,2432.0,723.0,34.0,184.0
2019-08-28,2019,1.78516E+16,Instagram,Post,Carousel,https://www.instagram.com/p/B1uqxzCpWjo/,"#SaidaDahir has never gone back to #Somalia, her native country, which sits on the east side of #Africa. But she knows exactly why it is endearingly called the ""Nation of Poets."" Through spoken-word poetry, she examined her experiences growing up #Muslim, #female and #black in a predominantly white community in the U.S. 
One spoken-word performance even went viral, when Dahir spoke at the 2018 March Of Our Lives event in Salt Lake City. Those experiences make up her powerfully emotive spoken-word debut, 'The Walking Stereotype.' The album is a way to bring her message of #selflove to young #women who look just like her. 
View our story to learn more about her spoken-word debut, what her black-Muslim identity means to her, BTS and other #music she listens to, and more.",0.0545,1543.0,1521.0,8.0,
2019-08-29,2019,1.79829E+16,Instagram,Post,Video,https://www.instagram.com/p/B1xeD6CnyUJ/,"Next Tuesday @madisonbeer performs @Corinnebaileyrae's GRAMMY-nominated song ""Put Your Records On"" as part of our #ReImagined series!

The video premieres exclusively on our Youtube channel September 3rd at 10 a.m. PST.",0.0534,2902.0,2507.0,65.0,
2019-08-30,2019,1.80775E+16,Instagram,Post,Photo,https://www.instagram.com/p/B1z5azsJLXv/,"As August comes to a close and school is back in session, it's time to declare the song of the #Summer 🔆🎼 You've only get 1⃣ choice, tag the artist and song name below 👇👇👇",0.0542,3946.0,3746.0,162.0,
2019-08-31,2019,1.78669E+16,Instagram,Post,Photo,https://www.instagram.com/p/B11QYZvFj_l/,"'@dixie_chicks played by their own rules. No one⏤not the establishment, not a #producer, not a #politician⏤was going to strip them of the right to say (and sing) exactly what they wanted. Years before a political divide would rend their standing was bonafide #country superstars, they were making the kind of boundary-pushing country music that not only honored its roots but extended well across the aisle to pop.

Their landmark 1999 studio album, 'Fly,' their second major-label release, they displayed tremendous fearlessness and heart while maintaining a knack for melding bluegrass, blues, plaintive folk, honky tonk and outlaw. With today marking the 20th anniversary of the GRAMMY-wining album, we spoke to a slew of songwriters, including Silver, Annie Roboff and Troy Johnson, among others, on writing some of the most enduring classics of our time—view our story.",0.0608,4640.0,4497.0,50.0,
2019-08-31,2019,1.16792E+18,Twitter,Tweet,Link,https://twitter.com/RecordingAcad/status/1167915971048161281,"With a new album out, 'Norman Fucking Rockwell,' @LanaDelRey is heading out on the road.
https://t.co/WQXrpGn4fL",,2719.0,963.0,60.0,115.0
2019-08-31,2019,1.16792E+18,Twitter,Tweet,Video,https://twitter.com/RecordingAcad/status/1167918736042582016,Who remembers these unexpected GRAMMY Awards moments? #GRAMMYs https://t.co/zUj0GiJ2Y2,,1234.0,145.0,5.0,22.0
2019-09-01,2019,1.78452E+16,Instagram,Post,Photo,https://www.instagram.com/p/B14tUjDpnaf/,"'@GoldLink is a force to be reckoned with. He released his first two mixtapes, God Complex and After That, We Didn't Talk, in 2014 and 2015 respectively—both were critically acclaimed. In 2017 he released his first studio album 'At What Cost,' which earned him his first GRAMMY Awards nomination for Best Rap/Sung Performance for ""Crew"" at the 60th #GRAMMYs in 2018. 
Recently, the GRAMMY-nominated rapper followed up with the powerful release of 'Diaspora.' We spoke with the rapper over the phone about the vision behind the new album, collaborating with Tyler, The Creator (@feliciathegoat), Khalid (@thegr8khalid) and others on it, quitting social media, among other topics. View our story for the full interview.",0.0397,1647.0,1615.0,13.0,
2019-09-02,2019,1.79922E+16,Instagram,Post,Carousel,https://www.instagram.com/p/B17u-xypCpc/,"🎶Couldn't find you anywhere
When you broke down I didn't leave ya
I was by your side
So where are you now that I need ya?🎶 (#LyricFind)

Swipe ↔️ to look back on @justinbeiber, @diplo, and @skrillex's performance of the GRAMMY-winning song ""Where Are Ü Now"" at the 58th #GRAMMYs in 2016!",0.0783,3841.0,3669.0,60.0,
2019-09-03,2019,1.78443E+16,Instagram,Post,Video,https://www.instagram.com/p/B19PZxlnnx2/,"'@madisonbeer performs @Corinnebaileyrae's GRAMMY-nominated song ""Put Your Records On"" as part of our #ReImagined series!

Watch the full performance in our Story. 🎶",0.0541,1813.0,1601.0,27.0,
2019-09-04,2019,1.16942E+18,Twitter,Tweet,Link,https://twitter.com/RecordingAcad/status/1169417363042779136,"This Sunday, @blink182, @Korn, @judahandthelion, and @LaurenJauregui are among the diverse group of musicians, athletes and medical professionals/mental health advocates joining the #ImListening  conversation hosted by @imlistening_org. 
https://t.co/AOcRmEG49j",,2135.0,1010.0,34.0,303.0
2019-09-04,2019,1.8033E+16,Instagram,Post,Carousel,https://www.instagram.com/p/B2BGzWPprTr/,"'@GaryClarkJr. was destined to be a bluesman from the beginning, performing at #blues bars of Austin, #Texas. Now, 17 years after exploding out of the Lone Star State on his first national tour, the GRAMMY-winning singer/songwriter delivers his fifth studio album, 'This Land.' We tracked down the #man himself to chat about the transformation he and the blues genre have experienced, starting with his earliest tour memories. View our story for the full video.",0.0507,1242.0,1201.0,13.0,
2019-09-06,2019,1.17006E+18,Twitter,Tweet,Link,https://twitter.com/RecordingAcad/status/1170060355718041600,"20-year-old singer/songwriter/video director @conangray just released his first EP, 'Sunset Season,' last year, but he's already making noise in the #DIY pop world.
https://t.co/xYurNqVbYO",,4598.0,2553.0,42.0,222.0
2019-09-06,2019,1.80976E+16,Instagram,Post,Carousel,https://www.instagram.com/p/B2FeFqCJBF_/,"Did you know that #DistrictAdvocate day is the LARGEST grassroots advocacy movement for #music? 🙌 On October 2, for the sixth consecutive year, #RecordingAcademy members will amplify their voices across the U.S. as they meet with their congressional representatives in their local districts and fight for ALL creators' rights! 🎼 Whether you’re a #RecordingAcademy member or a music fan, view our story to learn how YOU can participate.",0.0609,1960.0,1904.0,19.0,
2019-09-07,2019,1.1704E+18,Twitter,Tweet,Video,https://twitter.com/RecordingAcad/status/1170399331523760128,"Despite his fast-growing fan base and rise towards pop stardom, @conangray is incredibly humble and remains in awe of where he is today. https://t.co/UwDjc94tNi",,15904.0,4255.0,43.0,489.0
2019-09-07,2019,1.78774E+16,Instagram,Post,Carousel,https://www.instagram.com/p/B2ISi_iJZG3/,"""I am so grateful to get to be one of the people...that young women see and they can say, 'I can see it. I can be it. That's a cool career, I want to go do that.'"" -@emilylazarlodge, who was the first woman mastering engineer to win Best Engineered Album, Non-Classical & a #PandEWing member.",0.0776,3180.0,3123.0,24.0,
2019-09-08,2019,1.80685E+16,Instagram,Post,Photo,https://www.instagram.com/p/B2K0IlVJJmK/,"Calling all @thebeatles fans! Now you can walk down Abbey Road in the footsteps of the Fab Four! Winning bidder will receive two passes to the #Beatles' listening session on Thursday, Sept. 26 at @abbeyroadstudios. Proceeds will provide essential support for our charity @MusiCares, which ensures music people have a place to turn in times of financial, medical, and personal need. View our story to bid!",0.0845,8172.0,7902.0,38.0,
2019-09-10,2019,1.78635E+16,Instagram,Post,Carousel,https://www.instagram.com/p/B2PNTs_J-H2/,"The power of music was on display at the 60th #GRAMMYs in 2018 when @Logic, @alessiasmusic, and @thegr8khalid took the GRAMMY stage to shine a light on the impact of “1-800-273-8255”. If you're a part of the #music community and you require assistance for a mental health-related issue, contact @MusiCares. #WorldSuicidePreventionDay",0.0733,2863.0,2776.0,17.0,
2019-09-10,2019,36736245747_10156731414995748,Facebook,Post,Photo,https://www.facebook.com/36736245747/posts/10156731414995748/,"""I am so grateful to get to be one of the people...that young women see and they can say, 'I can see it. I can be it. That's a cool career, I want to go do that.'"" - Emily Lazar, who was the first woman mastering engineer to win Best Engineered Album, Non-Classical & a #PandEWing member.",0.066,2019.0,748.0,69.0,29.0
2019-09-11,2019,1.78665E+16,Instagram,Post,Carousel,https://www.instagram.com/p/B2StqT8pBoo/,"""First and foremost, I consider myself to be a #songwriter. And that's really why I started playing music when I was a little kid. It wasn't about learning other songs. It was about expressing something, or finding an outlet for that expression."" @jennydianelewis reflects further on her accomplished career trajectory—from #Hollywood child actress to tooling around Omaha with indie saviors #RiloKiley to eventually collaborating with #Beck and mentoring younger artists—and goes deep on her complicated yet rewarding relationship to L.A. View our #Instagram story to learn more.",0.0672,2428.0,2363.0,13.0,
